voucher_no,line_no,posting_date,entry_time,account_code,account_name,debit,credit,department,supplier,prepared_by,approved_by,description
JV000678,3,2025-02-24,2025-02-24 16:38:24,2202,Accounts payable 应付账款,,26410.98,Production,Lianchuang Parts 联创配件,prep02,appr02,Purchase of materials
JV000679,1,2025-02-24,2025-02-24 17:09:37,1002,Bank deposits 银行存款,201786.43,,Sales,,prep03,appr02,Receipt from Guangyao Electric 光耀电器
JV000679,2,2025-02-24,2025-02-24 17:09:37,1122,Accounts receivable 应收账款,,201786.43,Sales,,prep03,appr02,Receipt from Guangyao Electric 光耀电器
JV000680,1,2025-02-24,2025-02-24 18:13:48,6601,Travel expense 差旅费,763.11,,Production,Jietu Travel Service 捷途旅行社,prep01,appr01,Business travel
JV000680,2,2025-02-24,2025-02-24 18:13:48,1002,Bank deposits 银行存款,,763.11,Production,Jietu Travel Service 捷途旅行社,prep01,appr01,Business travel
JV000681,1,2025-02-24,2025-02-24 18:17:24,1405,Inventory 库存商品,2970.16,,Production,Hongyu Electronics 鸿宇电子,prep01,appr02,Purchase of materials
JV000681,2,2025-02-24,2025-02-24 18:17:24,222101,Input VAT 应交增值税-进项税额,386.12,,Production,Hongyu Electronics 鸿宇电子,prep01,appr02,Purchase of materials
JV000681,3,2025-02-24,2025-02-24 18:17:24,2202,Accounts payable 应付账款,,3356.28,Production,Hongyu Electronics 鸿宇电子,prep01,appr02,Purchase of materials
JV000682,1,2025-02-24,2025-02-25 09:20:20,1405,Inventory 库存商品,5638.37,,Production,Hongyu Electronics 鸿宇电子,prep01,appr01,Purchase of materials
JV000682,2,2025-02-24,2025-02-25 09:20:20,222101,Input VAT 应交增值税-进项税额,732.99,,Production,Hongyu Electronics 鸿宇电子,prep01,appr01,Purchase of materials
JV000682,3,2025-02-24,2025-02-25 09:20:20,2202,Accounts payable 应付账款,,6371.36,Production,Hongyu Electronics 鸿宇电子,prep01,appr01,Purchase of materials
JV000683,1,2025-02-24,2025-02-25 14:46:26,1405,Inventory 库存商品,2542.14,,Production,Baocheng Plastics 宝成塑料,prep04,appr02,Purchase of materials
JV000683,2,2025-02-24,2025-02-25 14:46:26,222101,Input VAT 应交增值税-进项税额,330.48,,Production,Baocheng Plastics 宝成塑料,prep04,appr02,Purchase of materials
JV000683,3,2025-02-24,2025-02-25 14:46:26,2202,Accounts payable 应付账款,,2872.62,Production,Baocheng Plastics 宝成塑料,prep04,appr02,Purchase of materials
JV000684,1,2025-02-24,2025-02-25 16:59:53,1002,Bank deposits 银行存款,98427.34,,Sales,,prep02,appr02,Receipt from Xinhe Distribution 信和分销
JV000684,2,2025-02-24,2025-02-25 16:59:53,1122,Accounts receivable 应收账款,,98427.34,Sales,,prep02,appr02,Receipt from Xinhe Distribution 信和分销
JV000685,1,2025-02-24,2025-02-25 17:52:27,1002,Bank deposits 银行存款,29128.73,,Sales,,prep04,appr02,Receipt from Longsheng Home 隆盛家居
JV000685,2,2025-02-24,2025-02-25 17:52:27,1122,Accounts receivable 应收账款,,29128.73,Sales,,prep04,appr02,Receipt from Longsheng Home 隆盛家居
JV000686,1,2025-02-24,2025-02-25 18:25:34,1002,Bank deposits 银行存款,49917.51,,Sales,,prep01,appr02,Receipt from Qinghe Foods 清禾食品
JV000686,2,2025-02-24,2025-02-25 18:25:34,1122,Accounts receivable 应收账款,,49917.51,Sales,,prep01,appr02,Receipt from Qinghe Foods 清禾食品
JV000687,1,2025-02-25,2025-02-25 09:13:12,1405,Inventory 库存商品,3973.00,,Production,Ruifeng Components 瑞丰元件,prep01,appr01,Purchase of materials
JV000687,2,2025-02-25,2025-02-25 09:13:12,222101,Input VAT 应交增值税-进项税额,516.49,,Production,Ruifeng Components 瑞丰元件,prep01,appr01,Purchase of materials
JV000687,3,2025-02-25,2025-02-25 09:13:12,2202,Accounts payable 应付账款,,4489.49,Production,Ruifeng Components 瑞丰元件,prep01,appr01,Purchase of materials
JV000688,1,2025-02-25,2025-02-25 09:15:34,1122,Accounts receivable 应收账款,43976.76,,Sales,,prep02,appr02,Sales invoice
JV000688,2,2025-02-25,2025-02-25 09:15:34,6001,Sales revenue 主营业务收入,,38917.49,Sales,,prep02,appr02,Sales invoice
JV000688,3,2025-02-25,2025-02-25 09:15:34,222102,Output VAT 应交增值税-销项税额,,5059.27,Sales,,prep02,appr02,Sales invoice
JV000688,4,2025-02-25,2025-02-25 09:15:34,6401,Cost of sales 主营业务成本,22514.03,,Sales,,prep02,appr02,Sales invoice
JV000688,5,2025-02-25,2025-02-25 09:15:34,1405,Inventory 库存商品,,22514.03,Sales,,prep02,appr02,Sales invoice
JV000689,1,2025-02-25,2025-02-25 09:23:21,2202,Accounts payable 应付账款,2411.60,,Finance,Anjie Equipment Repair 安捷设备维修,prep01,appr02,Payment run 2025-02
JV000689,2,2025-02-25,2025-02-25 09:23:21,2202,Accounts payable 应付账款,1903.50,,Finance,Anjie Equipment Repair 安捷设备维修,prep01,appr02,Payment run 2025-02
JV000689,3,2025-02-25,2025-02-25 09:23:21,2202,Accounts payable 应付账款,11158.48,,Finance,Anjie Equipment Repair 安捷设备维修,prep01,appr02,Payment run 2025-02
JV000689,4,2025-02-25,2025-02-25 09:23:21,2202,Accounts payable 应付账款,3413.76,,Finance,Anjie Equipment Repair 安捷设备维修,prep01,appr02,Payment run 2025-02
JV000689,5,2025-02-25,2025-02-25 09:23:21,2202,Accounts payable 应付账款,12750.73,,Finance,Anjie Equipment Repair 安捷设备维修,prep01,appr02,Payment run 2025-02
JV000689,6,2025-02-25,2025-02-25 09:23:21,2202,Accounts payable 应付账款,10398.38,,Finance,Anjie Equipment Repair 安捷设备维修,prep01,appr02,Payment run 2025-02
JV000689,7,2025-02-25,2025-02-25 09:23:21,2202,Accounts payable 应付账款,3066.80,,Finance,Anjie Equipment Repair 安捷设备维修,prep01,appr02,Payment run 2025-02
JV000689,8,2025-02-25,2025-02-25 09:23:21,2202,Accounts payable 应付账款,6440.08,,Finance,Anjie Equipment Repair 安捷设备维修,prep01,appr02,Payment run 2025-02
JV000689,9,2025-02-25,2025-02-25 09:23:21,2202,Accounts payable 应付账款,5832.65,,Finance,Anjie Equipment Repair 安捷设备维修,prep01,appr02,Payment run 2025-02
JV000689,10,2025-02-25,2025-02-25 09:23:21,2202,Accounts payable 应付账款,4887.17,,Finance,Anjie Equipment Repair 安捷设备维修,prep01,appr02,Payment run 2025-02
JV000689,11,2025-02-25,2025-02-25 09:23:21,2202,Accounts payable 应付账款,4253.26,,Finance,Anjie Equipment Repair 安捷设备维修,prep01,appr02,Payment run 2025-02
JV000689,12,2025-02-25,2025-02-25 09:23:21,2202,Accounts payable 应付账款,3084.21,,Finance,Anjie Equipment Repair 安捷设备维修,prep01,appr02,Payment run 2025-02
JV000689,13,2025-02-25,2025-02-25 09:23:21,2202,Accounts payable 应付账款,4850.62,,Finance,Anjie Equipment Repair 安捷设备维修,prep01,appr02,Payment run 2025-02
JV000689,14,2025-02-25,2025-02-25 09:23:21,1002,Bank deposits 银行存款,,74451.24,Finance,Anjie Equipment Repair 安捷设备维修,prep01,appr02,Payment run 2025-02
JV000690,1,2025-02-25,2025-02-25 09:39:36,1405,Inventory 库存商品,8137.47,,Production,Hongyu Electronics 鸿宇电子,prep01,appr01,Purchase of materials
JV000690,2,2025-02-25,2025-02-25 09:39:36,222101,Input VAT 应交增值税-进项税额,1057.87,,Production,Hongyu Electronics 鸿宇电子,prep01,appr01,Purchase of materials
JV000690,3,2025-02-25,2025-02-25 09:39:36,2202,Accounts payable 应付账款,,9195.34,Production,Hongyu Electronics 鸿宇电子,prep01,appr01,Purchase of materials
JV000691,1,2025-02-25,2025-02-25 10:40:05,2202,Accounts payable 应付账款,7480.69,,Finance,Jiahe Packaging 嘉禾包装,prep03,appr02,Payment run 2025-02
JV000691,2,2025-02-25,2025-02-25 10:40:05,2202,Accounts payable 应付账款,12414.75,,Finance,Jiahe Packaging 嘉禾包装,prep03,appr02,Payment run 2025-02
JV000691,3,2025-02-25,2025-02-25 10:40:05,2202,Accounts payable 应付账款,3670.68,,Finance,Jiahe Packaging 嘉禾包装,prep03,appr02,Payment run 2025-02
JV000691,4,2025-02-25,2025-02-25 10:40:05,2202,Accounts payable 应付账款,2763.17,,Finance,Jiahe Packaging 嘉禾包装,prep03,appr02,Payment run 2025-02
JV000691,5,2025-02-25,2025-02-25 10:40:05,2202,Accounts payable 应付账款,5008.25,,Finance,Jiahe Packaging 嘉禾包装,prep03,appr02,Payment run 2025-02
JV000691,6,2025-02-25,2025-02-25 10:40:05,2202,Accounts payable 应付账款,9034.20,,Finance,Jiahe Packaging 嘉禾包装,prep03,appr02,Payment run 2025-02
JV000691,7,2025-02-25,2025-02-25 10:40:05,2202,Accounts payable 应付账款,7161.54,,Finance,Jiahe Packaging 嘉禾包装,prep03,appr02,Payment run 2025-02
JV000691,8,2025-02-25,2025-02-25 10:40:05,2202,Accounts payable 应付账款,2151.67,,Finance,Jiahe Packaging 嘉禾包装,prep03,appr02,Payment run 2025-02
JV000691,9,2025-02-25,2025-02-25 10:40:05,2202,Accounts payable 应付账款,27839.17,,Finance,Jiahe Packaging 嘉禾包装,prep03,appr02,Payment run 2025-02
JV000691,10,2025-02-25,2025-02-25 10:40:05,2202,Accounts payable 应付账款,3704.47,,Finance,Jiahe Packaging 嘉禾包装,prep03,appr02,Payment run 2025-02
JV000691,11,2025-02-25,2025-02-25 10:40:05,2202,Accounts payable 应付账款,3906.34,,Finance,Jiahe Packaging 嘉禾包装,prep03,appr02,Payment run 2025-02
JV000691,12,2025-02-25,2025-02-25 10:40:05,2202,Accounts payable 应付账款,4311.23,,Finance,Jiahe Packaging 嘉禾包装,prep03,appr02,Payment run 2025-02
JV000691,13,2025-02-25,2025-02-25 10:40:05,1002,Bank deposits 银行存款,,89446.16,Finance,Jiahe Packaging 嘉禾包装,prep03,appr02,Payment run 2025-02
JV000692,1,2025-02-25,2025-02-25 10:57:22,1405,Inventory 库存商品,8116.35,,Production,Ruifeng Components 瑞丰元件,prep03,appr02,Purchase of materials
JV000692,2,2025-02-25,2025-02-25 10:57:22,222101,Input VAT 应交增值税-进项税额,1055.13,,Production,Ruifeng Components 瑞丰元件,prep03,appr02,Purchase of materials
JV000692,3,2025-02-25,2025-02-25 10:57:22,2202,Accounts payable 应付账款,,9171.48,Production,Ruifeng Components 瑞丰元件,prep03,appr02,Purchase of materials
JV000693,1,2025-02-25,2025-02-25 11:05:05,1122,Accounts receivable 应收账款,16394.74,,Sales,,prep02,appr02,Sales invoice
JV000693,2,2025-02-25,2025-02-25 11:05:05,6001,Sales revenue 主营业务收入,,14508.62,Sales,,prep02,appr02,Sales invoice
JV000693,3,2025-02-25,2025-02-25 11:05:05,222102,Output VAT 应交增值税-销项税额,,1886.12,Sales,,prep02,appr02,Sales invoice
JV000693,4,2025-02-25,2025-02-25 11:05:05,6401,Cost of sales 主营业务成本,10041.76,,Sales,,prep02,appr02,Sales invoice
JV000693,5,2025-02-25,2025-02-25 11:05:05,1405,Inventory 库存商品,,10041.76,Sales,,prep02,appr02,Sales invoice
JV000694,1,2025-02-25,2025-02-25 11:27:13,1405,Inventory 库存商品,13247.08,,Production,Dingxin Steel 鼎鑫钢材,prep02,appr02,Purchase of materials
JV000694,2,2025-02-25,2025-02-25 11:27:13,222101,Input VAT 应交增值税-进项税额,1722.12,,Production,Dingxin Steel 鼎鑫钢材,prep02,appr02,Purchase of materials
JV000694,3,2025-02-25,2025-02-25 11:27:13,2202,Accounts payable 应付账款,,14969.20,Production,Dingxin Steel 鼎鑫钢材,prep02,appr02,Purchase of materials
JV000695,1,2025-02-25,2025-02-25 11:32:15,1122,Accounts receivable 应收账款,28012.51,,Sales,,prep03,appr01,Sales invoice
JV000695,2,2025-02-25,2025-02-25 11:32:15,6001,Sales revenue 主营业务收入,,24789.83,Sales,,prep03,appr01,Sales invoice
JV000695,3,2025-02-25,2025-02-25 11:32:15,222102,Output VAT 应交增值税-销项税额,,3222.68,Sales,,prep03,appr01,Sales invoice
JV000695,4,2025-02-25,2025-02-25 11:32:15,6401,Cost of sales 主营业务成本,17352.01,,Sales,,prep03,appr01,Sales invoice
JV000695,5,2025-02-25,2025-02-25 11:32:15,1405,Inventory 库存商品,,17352.01,Sales,,prep03,appr01,Sales invoice
JV000696,1,2025-02-25,2025-02-25 11:36:07,1405,Inventory 库存商品,18662.71,,Production,Lianchuang Parts 联创配件,prep05,appr01,Purchase of materials
JV000696,2,2025-02-25,2025-02-25 11:36:07,222101,Input VAT 应交增值税-进项税额,2426.15,,Production,Lianchuang Parts 联创配件,prep05,appr01,Purchase of materials
JV000696,3,2025-02-25,2025-02-25 11:36:07,2202,Accounts payable 应付账款,,21088.86,Production,Lianchuang Parts 联创配件,prep05,appr01,Purchase of materials
JV000697,1,2025-02-25,2025-02-25 11:48:00,2202,Accounts payable 应付账款,5478.73,,Finance,Wanli Facility Services 万里设施服务,prep01,appr03,Payment run 2025-02
JV000697,2,2025-02-25,2025-02-25 11:48:00,2202,Accounts payable 应付账款,3527.50,,Finance,Wanli Facility Services 万里设施服务,prep01,appr03,Payment run 2025-02
JV000697,3,2025-02-25,2025-02-25 11:48:00,2202,Accounts payable 应付账款,11791.37,,Finance,Wanli Facility Services 万里设施服务,prep01,appr03,Payment run 2025-02
JV000697,4,2025-02-25,2025-02-25 11:48:00,2202,Accounts payable 应付账款,4538.09,,Finance,Wanli Facility Services 万里设施服务,prep01,appr03,Payment run 2025-02
JV000697,5,2025-02-25,2025-02-25 11:48:00,2202,Accounts payable 应付账款,2392.89,,Finance,Wanli Facility Services 万里设施服务,prep01,appr03,Payment run 2025-02
JV000697,6,2025-02-25,2025-02-25 11:48:00,2202,Accounts payable 应付账款,7819.42,,Finance,Wanli Facility Services 万里设施服务,prep01,appr03,Payment run 2025-02
JV000697,7,2025-02-25,2025-02-25 11:48:00,1002,Bank deposits 银行存款,,35548.00,Finance,Wanli Facility Services 万里设施服务,prep01,appr03,Payment run 2025-02
JV000698,1,2025-02-25,2025-02-25 11:54:02,1405,Inventory 库存商品,9200.23,,Production,Tianrui Materials 天瑞物资,prep04,appr03,Purchase of materials
JV000698,2,2025-02-25,2025-02-25 11:54:02,222101,Input VAT 应交增值税-进项税额,1196.03,,Production,Tianrui Materials 天瑞物资,prep04,appr03,Purchase of materials
JV000698,3,2025-02-25,2025-02-25 11:54:02,2202,Accounts payable 应付账款,,10396.26,Production,Tianrui Materials 天瑞物资,prep04,appr03,Purchase of materials
JV000699,1,2025-02-25,2025-02-25 11:59:41,1122,Accounts receivable 应收账款,82840.24,,Sales,,prep01,appr03,Sales invoice
JV000699,2,2025-02-25,2025-02-25 11:59:41,6001,Sales revenue 主营业务收入,,73309.95,Sales,,prep01,appr03,Sales invoice
JV000699,3,2025-02-25,2025-02-25 11:59:41,222102,Output VAT 应交增值税-销项税额,,9530.29,Sales,,prep01,appr03,Sales invoice
JV000699,4,2025-02-25,2025-02-25 11:59:41,6401,Cost of sales 主营业务成本,41285.52,,Sales,,prep01,appr03,Sales invoice
JV000699,5,2025-02-25,2025-02-25 11:59:41,1405,Inventory 库存商品,,41285.52,Sales,,prep01,appr03,Sales invoice
JV000700,1,2025-02-25,2025-02-25 12:31:54,6611,Advertising 广告宣传费,26514.11,,Sales,Fangzhou Exhibition 方舟会展,prep02,appr02,Advertising services
JV000700,2,2025-02-25,2025-02-25 12:31:54,222101,Input VAT 应交增值税-进项税额,1590.85,,Sales,Fangzhou Exhibition 方舟会展,prep02,appr02,Advertising services
JV000700,3,2025-02-25,2025-02-25 12:31:54,2202,Accounts payable 应付账款,,28104.96,Sales,Fangzhou Exhibition 方舟会展,prep02,appr02,Advertising services
JV000701,1,2025-02-25,2025-02-25 12:54:01,1405,Inventory 库存商品,5755.39,,Production,Yongsheng Chemicals 永盛化工,prep05,appr01,Purchase of materials
JV000701,2,2025-02-25,2025-02-25 12:54:01,222101,Input VAT 应交增值税-进项税额,748.20,,Production,Yongsheng Chemicals 永盛化工,prep05,appr01,Purchase of materials
JV000701,3,2025-02-25,2025-02-25 12:54:01,2202,Accounts payable 应付账款,,6503.59,Production,Yongsheng Chemicals 永盛化工,prep05,appr01,Purchase of materials
JV000702,1,2025-02-25,2025-02-25 13:16:32,2202,Accounts payable 应付账款,15392.14,,Finance,Xingchen Advertising 星辰广告,prep04,appr03,Payment run 2025-02
JV000702,2,2025-02-25,2025-02-25 13:16:32,2202,Accounts payable 应付账款,24494.83,,Finance,Xingchen Advertising 星辰广告,prep04,appr03,Payment run 2025-02
JV000702,3,2025-02-25,2025-02-25 13:16:32,2202,Accounts payable 应付账款,79037.63,,Finance,Xingchen Advertising 星辰广告,prep04,appr03,Payment run 2025-02
JV000702,4,2025-02-25,2025-02-25 13:16:32,2202,Accounts payable 应付账款,30340.41,,Finance,Xingchen Advertising 星辰广告,prep04,appr03,Payment run 2025-02
JV000702,5,2025-02-25,2025-02-25 13:16:32,2202,Accounts payable 应付账款,71206.28,,Finance,Xingchen Advertising 星辰广告,prep04,appr03,Payment run 2025-02
JV000702,6,2025-02-25,2025-02-25 13:16:32,2202,Accounts payable 应付账款,25573.97,,Finance,Xingchen Advertising 星辰广告,prep04,appr03,Payment run 2025-02
JV000702,7,2025-02-25,2025-02-25 13:16:32,1002,Bank deposits 银行存款,,246045.26,Finance,Xingchen Advertising 星辰广告,prep04,appr03,Payment run 2025-02
JV000703,1,2025-02-25,2025-02-25 14:50:57,1405,Inventory 库存商品,12021.40,,Production,Jiahe Packaging 嘉禾包装,prep03,appr02,Purchase of materials
JV000703,2,2025-02-25,2025-02-25 14:50:57,222101,Input VAT 应交增值税-进项税额,1562.78,,Production,Jiahe Packaging 嘉禾包装,prep03,appr02,Purchase of materials
JV000703,3,2025-02-25,2025-02-25 14:50:57,2202,Accounts payable 应付账款,,13584.18,Production,Jiahe Packaging 嘉禾包装,prep03,appr02,Purchase of materials
JV000704,1,2025-02-25,2025-02-25 15:18:26,1405,Inventory 库存商品,12015.80,,Production,Jiahe Packaging 嘉禾包装,prep03,appr03,Purchase of materials
JV000704,2,2025-02-25,2025-02-25 15:18:26,222101,Input VAT 应交增值税-进项税额,1562.05,,Production,Jiahe Packaging 嘉禾包装,prep03,appr03,Purchase of materials
JV000704,3,2025-02-25,2025-02-25 15:18:26,2202,Accounts payable 应付账款,,13577.85,Production,Jiahe Packaging 嘉禾包装,prep03,appr03,Purchase of materials
JV000705,1,2025-02-25,2025-02-25 15:39:27,1405,Inventory 库存商品,5838.44,,Production,Huamei Textiles 华美纺织,prep02,appr02,Purchase of materials
JV000705,2,2025-02-25,2025-02-25 15:39:27,222101,Input VAT 应交增值税-进项税额,759.00,,Production,Huamei Textiles 华美纺织,prep02,appr02,Purchase of materials
JV000705,3,2025-02-25,2025-02-25 15:39:27,2202,Accounts payable 应付账款,,6597.44,Production,Huamei Textiles 华美纺织,prep02,appr02,Purchase of materials
JV000706,1,2025-02-25,2025-02-25 15:42:48,6603,Entertainment 业务招待费,1918.35,,Sales,Jinyue Restaurant 金悦酒楼,prep05,appr01,Client meal
JV000706,2,2025-02-25,2025-02-25 15:42:48,1002,Bank deposits 银行存款,,1918.35,Sales,Jinyue Restaurant 金悦酒楼,prep05,appr01,Client meal
JV000707,1,2025-02-25,2025-02-25 15:52:36,2202,Accounts payable 应付账款,14629.55,,Finance,Dingxin Steel 鼎鑫钢材,prep04,appr03,Payment run 2025-02
JV000707,2,2025-02-25,2025-02-25 15:52:36,2202,Accounts payable 应付账款,6181.96,,Finance,Dingxin Steel 鼎鑫钢材,prep04,appr03,Payment run 2025-02
JV000707,3,2025-02-25,2025-02-25 15:52:36,2202,Accounts payable 应付账款,2312.71,,Finance,Dingxin Steel 鼎鑫钢材,prep04,appr03,Payment run 2025-02
JV000707,4,2025-02-25,2025-02-25 15:52:36,2202,Accounts payable 应付账款,10190.68,,Finance,Dingxin Steel 鼎鑫钢材,prep04,appr03,Payment run 2025-02
